News Highlights,Publisher Name,Publisher Gmail,Publisher Twitter,News URL,Date,News Image
Privacy campaigner: EU-US passenger data deal 'meaningless',VALENTINA POP,none,none,https://euobserver.com/rule-of-law/114311,"BRUSSELS, 18. NOV 2011, 09:54",https://media.euobserver.com/f60ca85e950a6665b44215123b24e07e-800x.jpg
Unhappy MEPs to approve passenger data deal,VALENTINA POP,none,none,https://euobserver.com/rule-of-law/114252,"BRUSSELS, 11. NOV 2011, 18:18",none
EU struggling to fight cyber crime,VALENTINA POP,none,none,https://euobserver.com/digital/113833,"BRUSSELS, 11. OCT 2011, 18:22",https://media.euobserver.com/2648a8b8b8b90b6a454d0f94df1320af-800x.jpg
EU starts collecting fingerprints for visa applications,VALENTINA POP,none,none,https://euobserver.com/rule-of-law/113890,"11. OCT 2011, 18:13",https://media.euobserver.com/daa1b648afb653c121b38c876d252bda-800x.jpg
Smartphones are 'data goldmines' for hackers,VALENTINA POP,none,none,https://euobserver.com/digital/113773,"BRUSSELS, 11. OCT 2011, 18:12",none
Cloud providers warn against EU 'over-regulation',VALENTINA POP,none,none,https://euobserver.com/digital/113871,"11. OCT 2011, 18:11",https://media.euobserver.com/ffcf7def70c352b92def8c755933bee2-800x.jpg
This WEEK in the European Union,LEIGH PHILLIPS,none,none,https://euobserver.com/agenda/113655,"16. SEP 2011, 20:31",https://media.euobserver.com/de40e4399ab1ec0c8c5d83103c8a982a-800x.jpg
US lawmakers shun EU model on data privacy,VALENTINA POP,none,none,https://euobserver.com/green-economy/113653,"BRUSSELS, 16. SEP 2011, 20:24",https://media.euobserver.com/7ac70310153078b1aeda5ae62e5e7f60-800x.jpg
German minister against Facebook 'like' button,EUOBSERVER,none,none,https://euobserver.com/tickers/113648,"16. SEP 2011, 09:03",none
Google bows to EU pressure on privacy,EUOBSERVER,none,none,https://euobserver.com/tickers/113632,"15. SEP 2011, 09:31",none
Post-9/11 Europe: 'safer' but less free,VALENTINA POP,none,none,https://euobserver.com/world/113559,"BRUSSELS, 9. SEP 2011, 17:19",https://media.euobserver.com/7a6b6b592df5b6a3de3f214900e899f2-800x.jpg
This WEEK in the European Union,EUOBSERVER,none,none,https://euobserver.com/agenda/32606,"8. JUL 2011, 17:47",https://media.euobserver.com/3dd85d06b319de509a1ee95bc4408437-800x.jpg
German crime stats undermine case for EU data retention law,HONOR MAHONY,none,none,https://euobserver.com/tickers/112944,"10. JUN 2011, 09:28",none
EU data panel wants to protect mobilephone users' privacy,HONOR MAHONY,none,none,https://euobserver.com/tickers/112833,"16. MAY 2011, 09:07",none
EU warns Apple and Sony on privacy,VALENTINA POP,none,none,https://euobserver.com/tickers/112787,"4. MAY 2011, 08:50",none
Portugal gets own Silicon Valley,HONOR MAHONY,none,none,https://euobserver.com/digital/32156,"3. MAY 2011, 10:51",https://media.euobserver.com/5cab7a1a790a24a4f47479269e20ebd6-800x.jpg
EU commission defends telecoms surveillance law,VALENTINA POP,none,none,https://euobserver.com/news/32204,"BRUSSELS, 18. APR 2011, 18:42",https://media.euobserver.com/8974eb92b492791a46bb59287300f5a4-800x.jpg
Europe must get serious about cyber security,KARIN RIIS-JORGENSEN,none,none,https://euobserver.com/opinion/32202,"18. APR 2011, 12:51",https://media.euobserver.com/552f852a09c688a2e3159b0cd5814075-800x.jpg
EU court cool on copyright enforcement by private companies,HONOR MAHONY,none,none,https://euobserver.com/news/32190,"15. APR 2011, 18:41",https://media.euobserver.com/277305c8653c3e260cc8038e0902e2cb-800x.jpg
EU and US officials discuss data privacy deal,HONOR MAHONY,none,none,https://euobserver.com/tickers/112724,"15. APR 2011, 11:14",none
EU in race to digitise economy,HONOR MAHONY,none,none,https://euobserver.com/news/31921,"5. APR 2011, 16:46",https://media.euobserver.com/e357f87ae0e6c17561d931a70f53ccb2-800x.jpg
Trust remains key barrier to eHealth,HONOR MAHONY,none,none,https://euobserver.com/health-and-society/31958,"5. APR 2011, 16:22",none
EU gets to grips with cloud computing,HONOR MAHONY,none,none,https://euobserver.com/news/32048,"5. APR 2011, 16:22",https://media.euobserver.com/aebf1b1218615233622f55190848d0aa-800x.jpg
Business calls for harmonised rules on data protection,HONOR MAHONY,none,none,https://euobserver.com/news/32096,"5. APR 2011, 16:22",https://media.euobserver.com/eedb063550337aae73f52c0b8f97ba08-800x.jpg
"Court only option against Swift agreement, says MEP",VALENTINA POP,none,none,https://euobserver.com/rule-of-law/32010,"BRUSSELS, 17. MAR 2011, 17:42",https://media.euobserver.com/bee8e65b96073a173dde2df9fe7f772c-800x.jpg
This WEEK in the European Union,EUOBSERVER,none,none,https://euobserver.com/agenda/31971,"12. MAR 2011, 10:52",https://media.euobserver.com/308857b654823125d0e2c9116bdf721d-800x.jpg
US keen for EU to adopt controversial anti-counterfeiting treaty,VALENTINA POP,none,none,https://euobserver.com/digital/31827,"BRUSSELS, 17. FEB 2011, 17:46",https://media.euobserver.com/3d7d15640145eb5657431c61d7569470-800x.jpg
US anti-Twitter subpoena fuels data privacy debate,VALENTINA POP,none,none,https://euobserver.com/news/31614,"BRUSSELS, 11. JAN 2011, 08:07",https://media.euobserver.com/7ac70310153078b1aeda5ae62e5e7f60-800x.jpg
Reding slams US over data privacy,VALENTINA POP,none,none,https://euobserver.com/news/31555,"BRUSSELS, 21. DEC 2010, 09:29",https://media.euobserver.com/c38c8c59906d2e381cdc25513ff58da4-800x.jpg
EU scraps bank secrecy to catch cross-border tax evaders,VALENTINA POP,none,none,https://euobserver.com/green-economy/31455,"BRUSSELS, 8. DEC 2010, 09:28",none
Macedonia's secret surveillance society,SLOBODANKA JOVANOVSKA,none,none,https://euobserver.com/news/31414,"3. DEC 2010, 09:08",none
"US has no closer partner than Europe, says Obama",VALENTINA POP,none,none,https://euobserver.com/world/31315,"LISBON, 22. NOV 2010, 09:25",https://media.euobserver.com/930bba9dadfd6aa4e14b09c5a59b6f39-800x.jpg
UK counter-terrorism chief pledges respect for civil liberties,ANDREW RETTMAN,mailto:ar@euobs.com,https://twitter.com/apsyrtus,https://euobserver.com/news/31262,"LONDON, 14. NOV 2010, 11:37",https://media.euobserver.com/5e65606041b9d0e8f3e10890917b8252-800x.jpg
This WEEK in the European Union,VALENTINA POP,none,none,https://euobserver.com/agenda/31259,"12. NOV 2010, 17:33",https://media.euobserver.com/01eedb125b16177fbb9c0c5f2868db3c-800x.jpg
EU court strikes down farm aid transparency project,VALENTINA POP,none,none,https://euobserver.com/eu-political/31239,"BRUSSELS, 10. NOV 2010, 09:55",https://media.euobserver.com/165000822b1248ee42d6aa08b4958aad-800x.jpg
EU to press for 'right to be forgotten' online,VALENTINA POP,none,none,https://euobserver.com/eu-political/31200,"BRUSSELS, 4. NOV 2010, 18:26",https://media.euobserver.com/81998992641ade94bc6fc2ac50ef1ce8-800x.jpg
EU onlooker wary of introspective US vote,VALENTINA POP,none,none,https://euobserver.com/world/31168,"BRUSSELS, 1. NOV 2010, 09:28",https://media.euobserver.com/e2eff0b1cb9d63566a02200cd3d6336a-800x.jpg
EU takes Britain to court over online data protection,VALENTINA POP,none,none,https://euobserver.com/digital/30935,"BRUSSELS, 30. SEP 2010, 18:54",https://media.euobserver.com/516c7e6150e250dda94036624b5fbef4-800x.jpg
MEPs demand explanation on US plan to monitor all money transfers,VALENTINA POP,none,none,https://euobserver.com/news/30905,"BRUSSELS, 28. SEP 2010, 09:24",https://media.euobserver.com/990326e34bceef83b38f535ca5aea105-800x.jpg
US travel fee draws new dividing line with EU,VALENTINA POP,none,none,https://euobserver.com/world/30881,"BRUSSELS, 24. SEP 2010, 09:26",https://media.euobserver.com/9178d887f621ec2cd1dde5ba34fb30c1-800x.jpg
EU to tighten privacy rules on air passenger data,VALENTINA POP,none,none,https://euobserver.com/green-economy/30862,"BRUSSELS, 22. SEP 2010, 09:29",https://media.euobserver.com/d920386f3614803fdafb25dd6ef08782-800x.jpg
This WEEK in the European Union,VALENTINA POP,none,none,https://euobserver.com/agenda/30833,"17. SEP 2010, 17:35",https://media.euobserver.com/11c528fb21620e78d600da43d7046744-800x.jpg
Germany to ban employers from snooping on Facebook,VALENTINA POP,none,none,https://euobserver.com/eu-political/30685,"27. AUG 2010, 09:27",https://media.euobserver.com/1d9cb6d05c43dbb593c0740eb7ae6e79-800x.jpg
Germans upset by Google Street View,LISBETH KIRK,mailto:lk@euobs.com,https://twitter.com/lisbethkirk,https://euobserver.com/news/30620,"13. AUG 2010, 10:03",none
EU lists data-sharing policies for first time,HONOR MAHONY,none,none,https://euobserver.com/news/30512,"BRUSSELS, 20. JUL 2010, 17:40",https://media.euobserver.com/fa6b542c838422aeeb1e1c2be88349a6-800x.jpg
EU looking to reset relations with Switzerland,VALENTINA POP,none,none,https://euobserver.com/eu-political/30504,"BRUSSELS, 19. JUL 2010, 17:19",https://media.euobserver.com/a24bbf5358df2fac94fe0962f50e681c-800x.jpg
Online privacy labels to prevent shoppers 'selling their souls',VALENTINA POP,none,none,https://euobserver.com/eu-political/30478,"BRUSSELS, 14. JUL 2010, 17:26",none
"'Swift' used in Norway's al Qaeda sting, US says",VALENTINA POP,none,none,https://euobserver.com/world/30452,"BRUSSELS, 9. JUL 2010, 09:29",https://media.euobserver.com/d546b67189978df3a1a21f7132f473ca-800x.jpg
Sighs of relief as EU parliament approves 'Swift' deal,VALENTINA POP,none,none,https://euobserver.com/world/30447,"BRUSSELS, 8. JUL 2010, 15:35",https://media.euobserver.com/d1dcd46842589406fadd887fcaaad244-800x.jpg
Tough demands from European Parliament included in bank data deal with US,CECILIA MALMSTROM,none,none,https://euobserver.com/opinion/30429,"7. JUL 2010, 10:07",https://media.euobserver.com/a3a2f6aeefa8cc2c722ec170ba6aa41a-800x.jpg
MEPs look to new data protection battle with US,VALENTINA POP,none,none,https://euobserver.com/rule-of-law/30428,"BRUSSELS, 7. JUL 2010, 09:25",https://media.euobserver.com/59beb051f99ebb734e3c7659c6791bac-800x.jpg
Orwell in Macedonia,SVETLANA JOVANOVSKA,none,none,https://euobserver.com/news/30424,"6. JUL 2010, 07:47",https://media.euobserver.com/2b440ce5fcfbdc54659ad203ac85ffda-800x.jpg
This WEEK in the European Union,ANDREW WILLIS,none,none,https://euobserver.com/agenda/30412,"2. JUL 2010, 17:29",https://media.euobserver.com/1d983b7c210b8f567c67b483ece495c3-800x.jpg
EU privacy rules changing US companies,VALENTINA POP,none,none,https://euobserver.com/green-economy/30372,"NEW YORK, 29. JUN 2010, 09:25",https://media.euobserver.com/990326e34bceef83b38f535ca5aea105-800x.jpg
This WEEK in the European Union,LEIGH PHILLIPS,none,none,https://euobserver.com/agenda/30375,"28. JUN 2010, 09:29",https://media.euobserver.com/74a15bfdd512276d1dcd64231592c7ae-800x.jpg
Breakthrough in EU-US data sharing deal,VALENTINA POP,none,none,https://euobserver.com/rule-of-law/30363,"WASHINGTON DC, 25. JUN 2010, 08:22",https://media.euobserver.com/fe957eb6ea5f0ae56103bb4e84c6ed0b-800x.jpg
"EU airports must offer alternative to naked scanners, says US",VALENTINA POP,none,none,https://euobserver.com/green-economy/30338,"WASHINGTON DC, 22. JUN 2010, 09:12",https://media.euobserver.com/d34ed2c8a47408aeea9462862001a09d-800x.jpg
EU and US seal agreement on bank data transfers,VALENTINA POP,none,none,https://euobserver.com/rule-of-law/30282,"BRUSSELS, 15. JUN 2010, 07:06",https://media.euobserver.com/2340de4af4025be5206c6733143851a6-800x.jpg
EU instrument for spying on 'radicals' causes outrage,VALENTINA POP,none,none,https://euobserver.com/eu-political/30273,"BRUSSELS, 14. JUN 2010, 09:19",none
EU close to sealing bank data deal with US,VALENTINA POP,none,none,https://euobserver.com/rule-of-law/30257,"BRUSSELS, 10. JUN 2010, 17:41",https://media.euobserver.com/a3a2f6aeefa8cc2c722ec170ba6aa41a-800x.jpg
EU commission shows pride in gay rights rulebook,ANDREW RETTMAN,mailto:ar@euobs.com,https://twitter.com/apsyrtus,https://euobserver.com/health-and-society/30242,"BRUSSELS, 9. JUN 2010, 09:27",https://media.euobserver.com/23928a29fbc28a74b14577e8610e2d1d-800x.jpg
EP projects new confidence in Washington office,HONOR MAHONY,none,none,https://euobserver.com/news/30206,"BRUSSELS, 3. JUN 2010, 17:42",none
This WEEK in the European Union,VALENTINA POP,none,none,https://euobserver.com/agenda/30162,"28. MAY 2010, 20:15",none
EU moves on data protection deal with US,VALENTINA POP,none,none,https://euobserver.com/news/30144,"BRUSSELS, 27. MAY 2010, 09:05",https://media.euobserver.com/fe957eb6ea5f0ae56103bb4e84c6ed0b-800x.jpg
"EU rights agencies lack teeth, report says",LEIGH PHILLIPS,none,none,https://euobserver.com/rule-of-law/30046,"BRUSSELS, 10. MAY 2010, 09:27",https://media.euobserver.com/444650226c069241d5b028ca69a0cebd-800x.jpg
Biden sweet-talks MEPs on anti-terrorism deal,VALENTINA POP,none,none,https://euobserver.com/rule-of-law/30025,"BRUSSELS, 6. MAY 2010, 18:29",https://media.euobserver.com/d1dcd46842589406fadd887fcaaad244-800x.jpg
Romania's anti-corruption body wrong-footed by supreme court,DAN ALEXE,none,none,https://euobserver.com/news/29938,"26. APR 2010, 08:08",https://media.euobserver.com/546687a2158200013dae8bc0a873e43f-800x.jpg
EU agrees to start negotiations with US on bank data transfers,VALENTINA POP,none,none,https://euobserver.com/rule-of-law/29929,"BRUSSELS, 23. APR 2010, 17:38",https://media.euobserver.com/0fb0d292e0da3c11a4459d862cc91534-800x.jpg
US wants 'realistic' talks on EU bank data transfers,VALENTINA POP,none,none,https://euobserver.com/rule-of-law/29870,"BRUSSELS, 15. APR 2010, 17:41",none
"Data left on old computers a boon for scam artists, warns EU data supervisor",LEIGH PHILLIPS,none,none,https://euobserver.com/green-economy/29873,"BRUSSELS, 15. APR 2010, 17:39",https://media.euobserver.com/572ae2bf87733ec403d3373032d083b6-800x.jpg
"Passenger data deal key to catching terrorists, says US",VALENTINA POP,none,none,https://euobserver.com/rule-of-law/29630,"BRUSSELS, 9. MAR 2010, 09:27",https://media.euobserver.com/f12e297b722ef47fe7938681557ea25f-800x.jpg
German court strikes blow against EU data-retention regime,HONOR MAHONY,none,none,https://euobserver.com/news/29595,"3. MAR 2010, 09:27",https://media.euobserver.com/9ad78ffa1e1c90ecb0553191e3081f38-800x.jpg
EU parliament closes tender for body scanners,VALENTINA POP,none,none,https://euobserver.com/rule-of-law/29571,"BRUSSELS, 1. MAR 2010, 07:33",https://media.euobserver.com/317a643b1b9765d1cdcf717abf0c5311-800x.jpg
EU privacy watchdog hammers secret anti-piracy talks,LEIGH PHILLIPS,none,none,https://euobserver.com/digital/29532,"BRUSSELS, 23. FEB 2010, 09:23",none
Hurdles confront e-health across Europe,HELENA SPONGENBERG,none,none,https://euobserver.com/health-and-society/29445,"15. FEB 2010, 12:26",https://media.euobserver.com/b287972057603c5fe6c0a9f19845fc4c-800x.jpg
US links EU security partnership to bank data deal,VALENTINA POP,none,none,https://euobserver.com/world/29427,"BRUSSELS, 8. FEB 2010, 09:29",https://media.euobserver.com/3f4daa4c8cfd36b07e1def707dbbadac-800x.jpg
Clinton calls parliament chief over bank data deal,VALENTINA POP,none,none,https://euobserver.com/rule-of-law/29411,"BRUSSELS, 4. FEB 2010, 15:08",https://media.euobserver.com/9f24a18c0b7c4a40152af3c847541d7d-800x.jpg
Merkel clashes with Switzerland over 'stolen' bank data,VALENTINA POP,none,none,https://euobserver.com/rule-of-law/29386,"2. FEB 2010, 09:27",none
New EU laws to target Facebook,LEIGH PHILLIPS,none,none,https://euobserver.com/digital/29367,"BRUSSELS, 28. JAN 2010, 17:58",https://media.euobserver.com/444650226c069241d5b028ca69a0cebd-800x.jpg
EU and US to increase airport security,VALENTINA POP,none,none,https://euobserver.com/rule-of-law/29319,"22. JAN 2010, 09:23",https://media.euobserver.com/59beb051f99ebb734e3c7659c6791bac-800x.jpg
Airport security tops EU and US home affairs meeting,VALENTINA POP,none,none,https://euobserver.com/rule-of-law/29303,"BRUSSELS, 20. JAN 2010, 09:25",none
Parliament threatens to derail EU-US bank data deal,VALENTINA POP,none,none,https://euobserver.com/eu-political/29284,"BRUSSELS, 18. JAN 2010, 09:28",https://media.euobserver.com/fe957eb6ea5f0ae56103bb4e84c6ed0b-800x.jpg
Incoming commissioner criticises US-type approach to terrorism,ANDREW RETTMAN,mailto:ar@euobs.com,https://twitter.com/apsyrtus,https://euobserver.com/rule-of-law/29259,"13. JAN 2010, 09:27",https://media.euobserver.com/6869e229e09d206f0e4cc55c2d7265cf-800x.jpg
EU anti-terror chief in favour of body scanners,HONOR MAHONY,none,none,https://euobserver.com/tickers/110379,"11. JAN 2010, 09:39",none
EU air passengers face disruption after US bomb attempt,ANDREW RETTMAN,mailto:ar@euobs.com,https://twitter.com/apsyrtus,https://euobserver.com/news/29201,"28. DEC 2009, 09:26",https://media.euobserver.com/bc8bb8c5920dff410d82087a041c131a-800x.jpg
Bank data transfer deal with US reached,VALENTINA POP,none,none,https://euobserver.com/rule-of-law/29072,"BRUSSELS, 30. NOV 2009, 17:26",https://media.euobserver.com/fe957eb6ea5f0ae56103bb4e84c6ed0b-800x.jpg
EU stalls bank data deal with US ahead of Lisbon Treaty,VALENTINA POP,none,none,https://euobserver.com/rule-of-law/28984,"13. NOV 2009, 09:29",https://media.euobserver.com/5bd814818bb7aaf401b7a85117b25142-800x.jpg
EU citizens' initiative raises political and legal headaches,HONOR MAHONY,none,none,https://euobserver.com/eu-political/28969,"BRUSSELS, 11. NOV 2009, 07:38",none
Brussels worried about UK advertising firm snooping on websurfers,LEIGH PHILLIPS,none,none,https://euobserver.com/green-economy/28929,"BRUSSELS, 3. NOV 2009, 17:42",none
UK criticised for not protecting online privacy,LISBETH KIRK,mailto:lk@euobs.com,https://twitter.com/lisbethkirk,https://euobserver.com/tickers/110126,"3. NOV 2009, 09:16",none
"EU 'homeland security' lacks democratic oversight, says watchdog",LEIGH PHILLIPS,none,none,https://euobserver.com/rule-of-law/28759,"BRUSSELS, 2. OCT 2009, 09:29",none
Google online books scheme raises concerns in Europe,HONOR MAHONY,none,none,https://euobserver.com/digital/28625,"BRUSSELS, 8. SEP 2009, 09:17",https://media.euobserver.com/c468a7ceb84159d6fdfe4e1fd587c3d5-800x.jpg
EU bank data move ignored legal advice,ANDREW RETTMAN,mailto:ar@euobs.com,https://twitter.com/apsyrtus,https://euobserver.com/rule-of-law/28506,"BRUSSELS, 29. JUL 2009, 16:09",https://media.euobserver.com/5bd814818bb7aaf401b7a85117b25142-800x.jpg
German concerns over US monitoring of bank transfers,LISBETH KIRK,mailto:lk@euobs.com,https://twitter.com/lisbethkirk,https://euobserver.com/tickers/109665,"27. JUL 2009, 09:41",none
EU data monitors outline Facebook ground rules,LEIGH PHILLIPS,none,none,https://euobserver.com/digital/28370,"BRUSSELS, 25. JUN 2009, 17:46",none
EU opens case against Germany over farm aid,VALENTINA POP,none,none,https://euobserver.com/regions/28316,"BRUSSELS, 17. JUN 2009, 09:34",https://media.euobserver.com/165000822b1248ee42d6aa08b4958aad-800x.jpg
New MEPs to face tougher expenses regime,HONOR MAHONY,none,none,https://euobserver.com/news/28227,"BRUSSELS, 3. JUN 2009, 09:27",https://media.euobserver.com/e7d809a84a9ab4521763588c9d54243c-800x.jpg
EU says UK failing to protect internet users' privacy,ANDREW RETTMAN,mailto:ar@euobs.com,https://twitter.com/apsyrtus,https://euobserver.com/rule-of-law/27945,"15. APR 2009, 09:08",none
EU warns companies on protecting internet users' privacy,HONOR MAHONY,none,none,https://euobserver.com/digital/27883,"BRUSSELS, 31. MAR 2009, 17:21",https://media.euobserver.com/552f852a09c688a2e3159b0cd5814075-800x.jpg
Internet radicals ready themselves for European Parliament,TERESA KÜCHLER,none,none,https://euobserver.com/news/27767,"BRUSSELS, 13. MAR 2009, 09:51",none
EU court to deliver judgement on data retention,HONOR MAHONY,none,none,https://euobserver.com/rule-of-law/27573,"BRUSSELS, 9. FEB 2009, 17:30",https://media.euobserver.com/552f852a09c688a2e3159b0cd5814075-800x.jpg
European Parliament may sell body scanners,VALENTINA POP,none,none,https://euobserver.com/eu-political/27451,"BRUSSELS, 21. JAN 2009, 17:33",https://media.euobserver.com/6869e229e09d206f0e4cc55c2d7265cf-800x.jpg
EU to launch biometric passports by summer,ELITSA VUCHEVA,none,none,https://euobserver.com/rule-of-law/27407,"BRUSSELS, 14. JAN 2009, 17:45",none
EU parliament body scanners offer 'virtual strip search',VALENTINA POP,none,none,https://euobserver.com/eu-political/27278,"BRUSSELS, 10. DEC 2008, 17:22",https://media.euobserver.com/6869e229e09d206f0e4cc55c2d7265cf-800x.jpg
Microsoft to adhere to EU privacy request,LISBETH KIRK,mailto:lk@euobs.com,https://twitter.com/lisbethkirk,https://euobserver.com/tickers/108392,"9. DEC 2008, 09:54",none
Someone in Brussels should listen to Ireland,VIRGINIA KEYDER,none,none,https://euobserver.com/opinion/27181,"26. NOV 2008, 09:17",https://media.euobserver.com/f9fdca1790698fb48b948d7e714c3091-800x.jpg
"Parliaments are slow in going online, study shows",VALENTINA POP,none,none,https://euobserver.com/news/27175,"BRUSSELS, 25. NOV 2008, 17:46",https://media.euobserver.com/a44c16494ab6fc536ca2badcabdcfd10-800x.jpg
EU welcomes Google privacy rules move,ELITSA VUCHEVA,none,none,https://euobserver.com/tickers/107804,"12. SEP 2008, 08:41",none
Google cuts data retention after EU privacy warning,LEIGH PHILLIPS,none,none,https://euobserver.com/digital/26718,"10. SEP 2008, 09:24",https://media.euobserver.com/3f28e2538eb45e2c97365d850d5a6dec-800x.jpg
Irish publication of details of EU farm subsidies criticised,LISBETH KIRK,mailto:lk@euobs.com,https://twitter.com/lisbethkirk,https://euobserver.com/tickers/107754,"3. SEP 2008, 09:31",none
EU under pressure to shed light on expert panels,HONOR MAHONY,none,none,https://euobserver.com/news/26599,"BRUSSELS, 11. AUG 2008, 09:18",none
Secret EU report moots sharing personal data with US,LUCIA KUBOSOVA,none,none,https://euobserver.com/rule-of-law/26585,"7. AUG 2008, 09:31",none
EU threatens obligatory visa for US diplomats,HONOR MAHONY,none,none,https://euobserver.com/rule-of-law/26529,"23. JUL 2008, 18:45",https://media.euobserver.com/59de310d83bf0970a651cdde1ea6bed1-800x.jpg
EU hopes to secure data protection deal with US next year,RENATA GOLDIROVA,none,none,https://euobserver.com/rule-of-law/26435,"BRUSSELS, 3. JUL 2008, 09:18",https://media.euobserver.com/f12e297b722ef47fe7938681557ea25f-800x.jpg
EU and US near deal on confidential data sharing,RENATA GOLDIROVA,none,none,https://euobserver.com/rule-of-law/26416,"30. JUN 2008, 09:21",https://media.euobserver.com/bc8bb8c5920dff410d82087a041c131a-800x.jpg
Google map service could face EU lawsuits,LEIGH PHILLIPS,none,none,https://euobserver.com/green-economy/26154,"16. MAY 2008, 09:28",none
US visa talks criticised by MEPs,RENATA GOLDIROVA,none,none,https://euobserver.com/world/26033,"BRUSSELS, 23. APR 2008, 17:43",https://media.euobserver.com/213c30277085ee5355628814a6e39fee-800x.jpg
EU to launch travel security talks with Washington,RENATA GOLDIROVA,none,none,https://euobserver.com/rule-of-law/26014,"21. APR 2008, 09:27",https://media.euobserver.com/4d1212d6ca0e7322f0d6b415215105b1-800x.jpg
"Lack of EU transparency citizens' main concern, says ombudsman",RENATA GOLDIROVA,none,none,https://euobserver.com/eu-political/25975,"BRUSSELS, 15. APR 2008, 18:11",none
"Search engine activities threat to privacy, says EU report",LEIGH PHILLIPS,none,none,https://euobserver.com/digital/25940,"BRUSSELS, 8. APR 2008, 18:00",none
EU data protection chief criticises fingerprint plan,ELITSA VUCHEVA,none,none,https://euobserver.com/rule-of-law/25878,"BRUSSELS, 27. MAR 2008, 17:13",https://media.euobserver.com/0645a15f7ac1422acb6b4666394db7c2-800x.jpg
EU approves Google takeover of Double Click,LEIGH PHILLIPS,none,none,https://euobserver.com/digital/25817,"BRUSSELS, 11. MAR 2008, 17:36",none
Google-Double Click merger raises privacy concerns,LEIGH PHILLIPS,none,none,https://euobserver.com/digital/25793,"BRUSSELS, 7. MAR 2008, 17:29",none
EU unveils plans for biometric border controls,RENATA GOLDIROVA,none,none,https://euobserver.com/rule-of-law/25650,"BRUSSELS, 13. FEB 2008, 15:10",none
MEPs criticise Brussels' plan to collect data on air passengers,RENATA GOLDIROVA,none,none,https://euobserver.com/rule-of-law/25330,"STRASBOURG, 13. DEC 2007, 08:27",none
MEPs hit back at 'intimate' Brussels census,HONOR MAHONY,none,none,https://euobserver.com/news/25193,"22. NOV 2007, 09:28",none
"Commission should name lobbyists at meetings, EU court rules",JOCHEN LUYPAERT,none,none,https://euobserver.com/eu-political/25116,"9. NOV 2007, 09:26",https://media.euobserver.com/214e6fe503a6559180dbc23d06487ab4-800x.jpg
Brussels suggests new tools to fight terrorism,RENATA GOLDIROVA,none,none,https://euobserver.com/rule-of-law/25093,"BRUSSELS, 6. NOV 2007, 17:27",https://media.euobserver.com/41e2b243224e790b54c1dc9cf7e0cf17-800x.jpg
Brussels could extend anti-terror rules to EU flights,LUCIA KUBOSOVA,none,none,https://euobserver.com/rule-of-law/24912,"5. OCT 2007, 09:28",none
"Disclose your EU payslips, ombudsman tells MEPs",LUCIA KUBOSOVA,none,none,https://euobserver.com/eu-political/24859,"BRUSSELS, 27. SEP 2007, 17:30",https://media.euobserver.com/96bedfa558132d14533cb1908d256461-800x.jpg
Counter-terrorism sparks hot debate in EU parliament,RENATA GOLDIROVA,none,none,https://euobserver.com/rule-of-law/24703,"STRASBOURG, 5. SEP 2007, 17:17",https://media.euobserver.com/b9d9896049ec5f3e8050ffa4015a7888-800x.jpg
EU considers extra travel security measures,HONOR MAHONY,none,none,https://euobserver.com/rule-of-law/24577,"8. AUG 2007, 09:22",none
EU legitimises US travel and bank data snoops,RENATA GOLDIROVA,none,none,https://euobserver.com/rule-of-law/24384,"BRUSSELS, 28. JUN 2007, 17:51",https://media.euobserver.com/f12e297b722ef47fe7938681557ea25f-800x.jpg
Google makes EU data compromise,HONOR MAHONY,none,none,https://euobserver.com/tickers/105950,"12. JUN 2007, 09:04",none
EU looks into Google data collection,HELENA SPONGENBERG,none,none,https://euobserver.com/news/24137,"25. MAY 2007, 09:28",none
US pushes EU on air passenger data,RENATA GOLDIROVA,none,none,https://euobserver.com/rule-of-law/24062,"BRUSSELS, 15. MAY 2007, 09:28",https://media.euobserver.com/7959e71111ed08910755bba30a0c1eea-800x.jpg
This WEEK in the European Union,HONOR MAHONY,none,none,https://euobserver.com/agenda/24040,"11. MAY 2007, 17:38",https://media.euobserver.com/3842400a8e54bd5446591216a7b8b075-800x.jpg
This WEEK in the European Union,HONOR MAHONY,none,none,https://euobserver.com/agenda/23906,"20. APR 2007, 17:02",https://media.euobserver.com/3842400a8e54bd5446591216a7b8b075-800x.jpg
This WEEK in the European Union,HONOR MAHONY,none,none,https://euobserver.com/agenda/23866,"16. APR 2007, 07:49",none
"Terror threat more serious than ever, says Europol",HELENA SPONGENBERG,none,none,https://euobserver.com/news/23852,"11. APR 2007, 09:27",https://media.euobserver.com/e547a708b6ba37e91dec20bd20867bcd-800x.jpg
Brussels to fight for EU passenger privacy on US flights,RENATA GOLDIROVA,none,none,https://euobserver.com/rule-of-law/23394,"BRUSSELS, 1. FEB 2007, 09:23",https://media.euobserver.com/bc8bb8c5920dff410d82087a041c131a-800x.jpg
US to push Europe on data deal,HONOR MAHONY,none,none,https://euobserver.com/news/23362,"29. JAN 2007, 09:27",none
Frattini: EU citizens data used correctly,HELENA SPONGENBERG,none,none,https://euobserver.com/tickers/105173,"19. DEC 2006, 13:19",none
Britons are the most spied on in Europe,LISBETH KIRK,mailto:lk@euobs.com,https://twitter.com/lisbethkirk,https://euobserver.com/rule-of-law/22786,"3. NOV 2006, 09:41",https://media.euobserver.com/c5a8a62f5d995518762f901d599b763e-800x.jpg
